State,Office,Office Code,Jurisdiction Code,Election Type,Election Type Code,Full Name,Last Name,Candidate ID
Florida,House,H,24,General Election,G,Jesus Navarro,Navarro,20076423
Florida,House,H,24,General Election,G,Frederica Wilson,Wilson,53086
Florida,House,H,24,General Election,G,Write-ins,Write-ins,21303
Florida,House,H,25,General Election,G,Chris Eddy,Eddy,20078636
Florida,House,H,25,General Election,G,Debbie Wasserman Schultz,Wasserman Schultz,11357
Florida,House,H,25,General Election,G,Write-ins,Write-ins,21303
Florida,House,H,26,General Election,G,Joey Atkins,Atkins,20078244
Florida,House,H,26,General Election,G,Mario Diaz-Balart,Diaz-Balart,878
Florida,House,H,27,General Election,G,Lucia Baez-Geller,Baez-Geller,20078611
Florida,House,H,27,General Election,G,Maria Elvira Salazar,Salazar,21106
Florida,House,H,28,General Election,G,Phil Ehr,Ehr,20193
Florida,House,H,28,General Election,G,Carlos Giménez,Gimenez,20073607
Florida,Issue,I1,0,General Election,G,No,No,3
Florida,Issue,I1,0,General Election,G,Yes,Yes,2
Florida,Issue 2,I2,0,General Election,G,No,No,3
Florida,Issue 2,I2,0,General Election,G,Yes,Yes,2
Florida,Issue 3,I3,0,General Election,G,No,No,3
Florida,Issue 3,I3,0,General Election,G,Yes,Yes,2
Florida,Issue 4,I4,0,General Election,G,No,No,3
Florida,Issue 4,I4,0,General Election,G,Yes,Yes,2
Florida,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Florida,President,P,0,General Election,G,Kamala Harris,Harris,64984
Florida,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Florida,President,P,0,General Election,G,Peter Sonski,Sonski,20078864
Florida,President,P,0,General Election,G,Jill Stein,Stein,895
Florida,President,P,0,General Election,G,Randall Terry,Terry,61513
Florida,President,P,0,General Election,G,Donald Trump,Trump,8639
Florida,President,P,0,General Election,G,Write-ins,Write-ins,21303
Florida,Senate,S,0,General Election,G,Feena Bonoan,Bonoan,20076834
Florida,Senate,S,0,General Election,G,Ben Everidge,Everidge,20078841
Florida,Senate,S,0,General Election,G,Debbie Mucarsel-Powell,Mucarsel-Powell,20212
Florida,Senate,S,0,General Election,G,Tuan Nguyen,Nguyen,20076909
Florida,Senate,S,0,General Election,G,Rick Scott,Scott,61149
Florida,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
Georgia,House,H,1,General Election,G,Buddy Carter,Carter,63354
Georgia,House,H,1,General Election,G,Patti Hewitt,Hewitt,20078247
Georgia,House,H,2,General Election,G,Sanford Bishop,Bishop,419
Georgia,House,H,2,General Election,G,Wayne Johnson,Johnson,20073763
Georgia,House,H,3,General Election,G,Brian Jack,Jack,20078253
Georgia,House,H,3,General Election,G,Maura Keller,Keller,20078251
Georgia,House,H,4,General Election,G,Hank Johnson,Johnson,59400
Georgia,House,H,4,General Election,G,Ansel Postell,Postell,20078730
Georgia,House,H,4,General Election,G,Eugene Yu,Yu,20074608
Georgia,House,H,5,General Election,G,John Salvesen,Salvesen,20078255
Georgia,House,H,5,General Election,G,Nikema Williams,Williams,20073866
Georgia,House,H,6,General Election,G,Jeff Criswell,Criswell,20078258
Georgia,House,H,6,General Election,G,Lucy McBath,McBath,21161
Georgia,House,H,6,General Election,G,Write-ins,Write-ins,21303
Georgia,House,H,7,General Election,G,Bob Christian,Christian,20074636
Georgia,House,H,7,General Election,G,Rich McCormick,McCormick,20073695
Georgia,House,H,8,General Election,G,Darrius Butler,Butler,20074639
Georgia,House,H,8,General Election,G,Austin Scott,Scott,13031
Georgia,House,H,9,General Election,G,Tambrei Cash,Cash,20078260
Georgia,House,H,9,General Election,G,Andrew Clyde,Clyde,20073991
Georgia,House,H,10,General Election,G,Mike Collins,Collins,20074619
Georgia,House,H,10,General Election,G,Lexy Doherty,Doherty,20078261
Georgia,House,H,11,General Election,G,Barry Loudermilk,Loudermilk,63369
Georgia,House,H,11,General Election,G,Katy Stamper,Stamper,20078262
Georgia,House,H,11,General Election,G,Write-ins,Write-ins,21303
Georgia,House,H,12,General Election,G,Rick Allen,Allen,61316
Georgia,House,H,12,General Election,G,Elizabeth Johnson,Johnson,20074646
Georgia,House,H,13,General Election,G,Jonathan Chavez,Chavez,20074599
Georgia,House,H,13,General Election,G,David Scott,Scott,1257
Georgia,House,H,14,General Election,G,Marjorie Taylor Greene,Greene,20073466
Georgia,House,H,14,General Election,G,Shawn Harris,Harris,20078271
Georgia,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Georgia,President,P,0,General Election,G,Kamala Harris,Harris,64984
Georgia,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Georgia,President,P,0,General Election,G,Jill Stein,Stein,895
Georgia,President,P,0,General Election,G,Donald Trump,Trump,8639
Georgia,President,P,0,General Election,G,Cornel West,West,20078274
Georgia,President,P,0,General Election,G,Write-ins,Write-ins,21303
Hawaii,House,H,1,General Election,G,Ed Case,Case,1786
Hawaii,House,H,1,General Election,G,Patrick Largey,Largey,20078677
Hawaii,House,H,2,General Election,G,Steve Bond,Bond,20078678
Hawaii,House,H,2,General Election,G,Randall Kelly Meyer,Meyer,20078679
Hawaii,House,H,2,General Election,G,Jill Tokuda,Tokuda,20076837
Hawaii,House,H,2,General Election,G,Aaron Toman,Toman,20078680
Hawaii,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Hawaii,President,P,0,General Election,G,Kamala Harris,Harris,64984
Hawaii,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Hawaii,President,P,0,General Election,G,Peter Sonski,Sonski,20078864
Hawaii,President,P,0,General Election,G,Jill Stein,Stein,895
Hawaii,President,P,0,General Election,G,Donald Trump,Trump,8639
Hawaii,Senate,S,0,General Election,G,Shelby Billionaire,Billionaire,20078676
Hawaii,Senate,S,0,General Election,G,Mazie Hirono,Hirono,1594
Hawaii,Senate,S,0,General Election,G,Bob McDermott,McDermott,1591
Hawaii,Senate,S,0,General Election,G,Emma Pohlman,Pohlman,20076836
Idaho,House,H,1,General Election,G,Russ Fulcher,Fulcher,63500
Idaho,House,H,1,General Election,G,Brendan Gomez,Gomez,20078681
Idaho,House,H,1,General Election,G,Matt Loesby,Loesby,20078682
Idaho,House,H,1,General Election,G,Kaylee Peterson,Peterson,20074589
Idaho,House,H,2,General Election,G,Todd Corsetti,Corsetti,20078683
Idaho,House,H,2,General Election,G,Carta,Law,20074087
Idaho,House,H,2,General Election,G,David Roth,Roth,20074588
Idaho,House,H,2,General Election,G,Mike Simpson,Simpson,504
Idaho,Issue,I1,0,General Election,G,No,No,3
Idaho,Issue,I1,0,General Election,G,Yes,Yes,2
Idaho,Issue 2,I2,0,General Election,G,No,No,3
Idaho,Issue 2,I2,0,General Election,G,Yes,Yes,2
Idaho,President,P,0,General Election,G,Shiva Ayyadurai,Ayyadurai,21301
Idaho,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Idaho,President,P,0,General Election,G,Kamala Harris,Harris,64984
Idaho,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Idaho,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Idaho,President,P,0,General Election,G,Joel Skousen,Skousen,20078491
Idaho,President,P,0,General Election,G,Jill Stein,Stein,895
Idaho,President,P,0,General Election,G,Randall Terry,Terry,61513
Idaho,President,P,0,General Election,G,Donald Trump,Trump,8639
Idaho,President,P,0,General Election,G,Write-ins,Write-ins,21303
Illinois,House,H,1,General Election,G,Jonathan Jackson,Jackson,20075635
Illinois,House,H,1,General Election,G,Marcus Lewis,Lewis,62245
Illinois,House,H,2,General Election,G,Robin Kelly,Kelly,53697
Illinois,House,H,2,General Election,G,Ashley Ramos,Ramos,20075652
Illinois,House,H,3,General Election,G,John Booras,Booras,20077472
Illinois,House,H,3,General Election,G,Delia Ramirez,Ramirez,20075655
Illinois,House,H,4,General Election,G,Lupe Castillo,Castillo,20078560
Illinois,House,H,4,General Election,G,"Jesús ""Chuy"" García",Garcia,19325
Illinois,House,H,4,General Election,G,Ed Hershey,Hershey,20076821
Illinois,House,H,5,General Election,G,Tommy Hanson,Hanson,59282
Illinois,House,H,5,General Election,G,Mike Quigley,Quigley,59914
Illinois,House,H,6,General Election,G,Sean Casten,Casten,19330
Illinois,House,H,6,General Election,G,Niki Conforti,Conforti,20075662
Illinois,House,H,7,General Election,G,Danny Davis,Davis,176
Illinois,House,H,7,General Election,G,Chad Koppie,Koppie,16946
Illinois,House,H,8,General Election,G,Raja Krishnamoorthi,Krishnamoorthi,61644
Illinois,House,H,8,General Election,G,Mark Rice,Rice,20077480
Illinois,House,H,9,General Election,G,Seth Cohen,Cohen,20078275
Illinois,House,H,9,General Election,G,Janice Schakowsky,Schakowsky,180
Illinois,House,H,10,General Election,G,Jim Carris,Carris,20077481
Illinois,House,H,10,General Election,G,Brad Schneider,Schneider,61646
Illinois,House,H,11,General Election,G,Jerry Evans,Evans,20075678
Illinois,House,H,11,General Election,G,Bill Foster,Foster,58367
Illinois,House,H,12,General Election,G,Mike Bost,Bost,710
Illinois,House,H,12,General Election,G,Brian Roberts,Roberts,20077483
Illinois,House,H,13,General Election,G,Nikki Budzinski,Budzinski,20075685
Illinois,House,H,13,General Election,G,Joshua Loyd,Loyd,20077485
Illinois,House,H,14,General Election,G,James Marter,Marter,64572
Illinois,House,H,14,General Election,G,Lauren Underwood,Underwood,19346
Illinois,House,H,15,General Election,G,Mary Miller,Miller,20073473
Illinois,House,H,16,General Election,G,Darin LaHood,LaHood,16982
Illinois,House,H,17,General Election,G,Joe McGraw,McGraw,20068944
Illinois,House,H,17,General Election,G,Eric Sorensen,Sorensen,20075702
Illinois,President,P,0,General Election,G,Kamala Harris,Harris,64984
Illinois,President,P,0,General Election,G,Donald Trump,Trump,8639
Illinois,President,P,0,General Election,G,Write-ins,Write-ins,21303
Indiana,Attorney General,A,0,General Election,G,Todd Rokita,Rokita,19081
Indiana,Attorney General,A,0,General Election,G,Destiny Wells,Wells,20076758
Indiana,Governor,G,0,General Election,G,Mike Braun,Braun,19233
Indiana,Governor,G,0,General Election,G,Jennifer McCormick,McCormick,20077004
Indiana,Governor,G,0,General Election,G,Donald Rainwater,Rainwater,20073740
Indiana,Governor,G,0,General Election,G,Write-ins,Write-ins,21303
Indiana,House,H,1,General Election,G,Dakotah Miskus,Miskus,20078731
Indiana,House,H,1,General Election,G,Frank Mrvan,Mrvan,20073680
Indiana,House,H,1,General Election,G,Randy Niemeyer,Niemeyer,20078000
Indiana,House,H,2,General Election,G,Lori Camp,Camp,20078001
Indiana,House,H,2,General Election,G,William Henry,Henry,20076849
Indiana,House,H,2,General Election,G,Write-ins,Write-ins,21303
Indiana,House,H,2,General Election,G,Rudy Yakym,Yakym,20076848
Indiana,House,H,3,General Election,G,Kiley Adolph,Adolph,20078002
Indiana,House,H,3,General Election,G,Jarrad Lancaster,Lancaster,20078345
Indiana,House,H,3,General Election,G,Marlin Stutzman,Stutzman,53887
Indiana,House,H,4,General Election,G,Jim Baird,Baird,19591
Indiana,House,H,4,General Election,G,Ashley Groff,Groff,20078732
Indiana,House,H,4,General Election,G,Derrick Holder,Holder,20078012
Indiana,House,H,5,General Election,G,Debbie Pickett,Pickett,20078018
Indiana,House,H,5,General Election,G,Lauri Shillings,Shillings,20078733
Indiana,House,H,5,General Election,G,Robby Slaughter,Slaughter,20078751
Indiana,House,H,5,General Election,G,Victoria Spartz,Spartz,20073682
Indiana,House,H,6,General Election,G,James Sceniak,Sceniak,20076706
Indiana,House,H,6,General Election,G,Jefferson Shreve,Shreve,20078033
Indiana,House,H,6,General Election,G,Cynthia Wirth,Wirth,20074714
Indiana,House,H,7,General Election,G,André Carson,Carson,57849
Indiana,House,H,7,General Election,G,Rusty Johnson,Johnson,20074728
Indiana,House,H,7,General Election,G,John Schmitz,Schmitz,20078686
Indiana,House,H,8,General Election,G,Richard Fitzlaff,Fitzlaff,20078734
Indiana,House,H,8,General Election,G,Erik Hurt,Hurt,20078037
Indiana,House,H,8,General Election,G,Mark Messmer,Messmer,20078043
Indiana,House,H,9,General Election,G,Russell Brooksbank,Brooksbank,20061315
Indiana,House,H,9,General Election,G,Erin Houchin,Houchin,20074735
Indiana,House,H,9,General Election,G,Tim Peck,Peck,20078047
Indiana,President,P,0,General Election,G,Kamala Harris,Harris,64984
Indiana,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Indiana,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Indiana,President,P,0,General Election,G,Donald Trump,Trump,8639
Indiana,President,P,0,General Election,G,Write-ins,Write-ins,21303
Indiana,Senate,S,0,General Election,G,Jim Banks,Banks,64756
Indiana,Senate,S,0,General Election,G,Andrew Horning,Horning,1630
Indiana,Senate,S,0,General Election,G,Valerie McCray,McCray,20076939
Indiana,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
Iowa,House,H,1,General Election,G,Christina Bohannan,Bohannan,20075305
Iowa,House,H,1,General Election,G,Mariannette Miller-Meeks,Miller-Meeks,59745
Iowa,House,H,2,General Election,G,Sarah Corkery,Corkery,20078443
Iowa,House,H,2,General Election,G,Ashley Hinson,Hinson,20073165
Iowa,House,H,2,General Election,G,Jody Puffett,Puffett,20078527
Iowa,House,H,3,General Election,G,Lanon Baccam,Baccam,20078444
Iowa,House,H,3,General Election,G,Zach Nunn,Nunn,20075309
Iowa,House,H,4,General Election,G,Randy Feenstra,Feenstra,20073673
Iowa,House,H,4,General Election,G,Ryan Melton,Melton,20075310
Iowa,Issue,I1,0,General Election,G,No,No,3
Iowa,Issue,I1,0,General Election,G,Yes,Yes,2
Iowa,President,P,0,General Election,G,Shiva Ayyadurai,Ayyadurai,21301
Iowa,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Iowa,President,P,0,General Election,G,Kamala Harris,Harris,64984
Iowa,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Iowa,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Iowa,President,P,0,General Election,G,William Stodden,Stodden,20078879
Iowa,President,P,0,General Election,G,Donald Trump,Trump,8639
Iowa,President,P,0,General Election,G,Write-ins,Write-ins,21303
Kansas,House,H,1,General Election,G,Paul Buskirk,Buskirk,20075997
Kansas,House,H,1,General Election,G,Tracey Mann,Mann,20073168
Kansas,House,H,2,General Election,G,Nancy Boyda,Boyda,50108
Kansas,House,H,2,General Election,G,John Hauer,Hauer,20078689
Kansas,House,H,2,General Election,G,Derek Schmidt,Schmidt,20074250
Kansas,House,H,3,General Election,G,Sharice Davids,Davids,20829
Kansas,House,H,3,General Election,G,Prasanth Reddy,Reddy,20078445
Kansas,House,H,3,General Election,G,Steve Roberts,Roberts,20078690
Kansas,House,H,4,General Election,G,Ron Estes,Estes,20240
Kansas,House,H,4,General Election,G,Esau Freeman,Freeman,20061238
Kansas,President,P,0,General Election,G,Kamala Harris,Harris,64984
Kansas,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Kansas,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Kansas,President,P,0,General Election,G,Donald Trump,Trump,8639
Kansas,President,P,0,General Election,G,Write-ins,Write-ins,21303
Kentucky,House,H,1,General Election,G,James Comer,Comer,54203
Kentucky,House,H,1,General Election,G,Erin Marshall,Marshall,20077669
Kentucky,House,H,2,General Election,G,Brett Guthrie,Guthrie,54282
Kentucky,House,H,2,General Election,G,Hank Linderman,Linderman,20242
Kentucky,House,H,3,General Election,G,Mike Craven,Craven,20073483
Kentucky,House,H,3,General Election,G,Morgan McGarvey,McGarvey,20074690
Kentucky,House,H,4,General Election,G,Thomas Massie,Massie,61880
Kentucky,House,H,5,General Election,G,Hal Rogers,Rogers,208
Kentucky,House,H,6,General Election,G,Andy Barr,Barr,60705
Kentucky,House,H,6,General Election,G,Randy Cravens,Cravens,20076962
Kentucky,Issue,I1,0,General Election,G,No,No,3
Kentucky,Issue,I1,0,General Election,G,Yes,Yes,2
Kentucky,President,P,0,General Election,G,Shiva Ayyadurai,Ayyadurai,21301
Kentucky,President,P,0,General Election,G,Kamala Harris,Harris,64984
Kentucky,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Kentucky,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Kentucky,President,P,0,General Election,G,Jill Stein,Stein,895
Kentucky,President,P,0,General Election,G,Donald Trump,Trump,8639
Kentucky,President,P,0,General Election,G,Write-ins,Write-ins,21303
Louisiana,House,H,1,General Election,G,Randall Arrington,Arrington,20078737
Louisiana,House,H,1,General Election,G,Frankie Hyers,Hyers,20078740
Louisiana,House,H,1,General Election,G,Mel Manuel,Manuel,20078736
Louisiana,House,H,1,General Election,G,Steve Scalise,Scalise,54369
Louisiana,House,H,1,General Election,G,Ross Shales,Shales,20078738
Louisiana,House,H,2,General Election,G,Troy Carter,Carter,20071705
Louisiana,House,H,2,General Election,G,Devin Davis,Davis,20078741
Louisiana,House,H,2,General Election,G,Devin Graham,Graham,65696
Louisiana,House,H,2,General Election,G,Christy Lynch,Lynch,20078742
Louisiana,House,H,2,General Election,G,Shondrell Perrilloux,Perrilloux,20078743
Louisiana,House,H,3,General Election,G,Priscilla Gonzalez,Gonzalez,20078744
Louisiana,House,H,3,General Election,G,Clay Higgins,Higgins,65612
Louisiana,House,H,3,General Election,G,Xan John,John,20073871
Louisiana,House,H,3,General Election,G,Sadi Summerlin,Summerlin,20078745
Louisiana,House,H,4,General Election,G,Mike Johnson,Johnson,4
Louisiana,House,H,4,General Election,G,Joshua Morott,Morott,20078746
Louisiana,House,H,5,General Election,G,Julia Letlow,Letlow,20074126
Louisiana,House,H,5,General Election,G,Vinny Mendoza,Mendoza,50666
Louisiana,House,H,5,General Election,G,Michael Vallien,Vallien,20078747
Louisiana,House,H,6,General Election,G,Quentin Anderson,Anderson,64089
Louisiana,House,H,6,General Election,G,Cleo Fields,Fields,20063682
Louisiana,House,H,6,General Election,G,Elbert Guillory,Guillory,65701
Louisiana,House,H,6,General Election,G,Wilken Jones,Jones,20078748
Louisiana,House,H,6,General Election,G,Peter Williams,Williams,63144
Louisiana,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Louisiana,President,P,0,General Election,G,Rachele Fruit,Fruit,20078828
Louisiana,President,P,0,General Election,G,Kamala Harris,Harris,64984
Louisiana,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Louisiana,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Louisiana,President,P,0,General Election,G,Mattie Preston,Preston,20078865
Louisiana,President,P,0,General Election,G,Peter Sonski,Sonski,20078864
Louisiana,President,P,0,General Election,G,Jill Stein,Stein,895
Louisiana,President,P,0,General Election,G,Randall Terry,Terry,61513
Louisiana,President,P,0,General Election,G,Donald Trump,Trump,8639
Louisiana,President,P,0,General Election,G,Cornel West,West,20078274
Maine,House,H,1,General Election,G,Ethan Alcorn,Alcorn,20078523
Maine,House,H,1,General Election,G,Chellie Pingree,Pingree,644
Maine,House,H,1,General Election,G,Ronald Russell,Russell,20078555
Maine,House,H,2,General Election,G,Jared Golden,Golden,20256
Maine,House,H,2,General Election,G,Diana Merenda,Merenda,20078901
Maine,House,H,2,General Election,G,Austin Theriault,Theriault,20078520
Maine,President,P,0,General Election,G,Kamala Harris,Harris,64984
Maine,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Maine,President,P,0,General Election,G,Jill Stein,Stein,895
Maine,President,P,0,General Election,G,Donald Trump,Trump,8639
Maine,President,P,0,General Election,G,Cornel West,West,20078274
Maine,President,P,0,General Election,G,Write-ins,Write-ins,21303
Maine,Senate,S,0,General Election,G,Jason Cherry,Cherry,20078836
Maine,Senate,S,0,General Election,G,David Costello,Costello,20076940
Maine,Senate,S,0,General Election,G,Angus King,King,62418
Maine,Senate,S,0,General Election,G,Demi Kouzounas,Kouzounas,20078525
Maine,House,H,1,Runoff,W,Ethan Alcorn,Alcorn,20078523
Maine,House,H,1,Runoff,W,Chellie Pingree,Pingree,644
Maine,House,H,1,Runoff,W,Ronald Russell,Russell,20078555
Maine,House,H,2,Runoff,W,Jared Golden,Golden,20256
Maine,House,H,2,Runoff,W,Diana Merenda,Merenda,20078901
Maine,House,H,2,Runoff,W,Austin Theriault,Theriault,20078520
Maine,President,P,0,Runoff,W,Kamala Harris,Harris,64984
Maine,President,P,0,Runoff,W,Chase Oliver,Oliver,20076636
Maine,President,P,0,Runoff,W,Jill Stein,Stein,895
Maine,President,P,0,Runoff,W,Donald Trump,Trump,8639
Maine,President,P,0,Runoff,W,Cornel West,West,20078274
Maine,President,P,0,Runoff,W,Write-ins,Write-ins,21303
Maine,Senate,S,0,Runoff,W,Jason Cherry,Cherry,20078836
Maine,Senate,S,0,Runoff,W,David Costello,Costello,20076940
Maine,Senate,S,0,Runoff,W,Angus King,King,62418
Maine,Senate,S,0,Runoff,W,Demi Kouzounas,Kouzounas,20078525
Maryland,House,H,1,General Election,G,Andy Harris,Harris,58831
Maryland,House,H,1,General Election,G,Blane Miller,Miller,20077930
Maryland,House,H,1,General Election,G,Joshua O'Brien,O'Brien,20078877
Maryland,House,H,2,General Election,G,Kim Klacik,Klacik,20073416
Maryland,House,H,2,General Election,G,Johnny Olszewski,Olszewski,20077935
Maryland,House,H,2,General Election,G,Jasen Wunder,Wunder,65572
Maryland,House,H,3,General Election,G,Miguel Barajas,Barajas,20078878
Maryland,House,H,3,General Election,G,Sarah Elfreth,Elfreth,20077946
Maryland,House,H,3,General Election,G,Robert Steinberger,Steinberger,20077964
Maryland,House,H,4,General Election,G,Glenn Ivey,Ivey,20075928
Maryland,House,H,4,General Election,G,George McDermott,McDermott,28197
Maryland,House,H,5,General Election,G,Steny Hoyer,Hoyer,1061
Maryland,House,H,5,General Election,G,Michelle Talkington,Talkington,20077970
Maryland,House,H,6,General Election,G,April McClain Delaney,McClain Delaney,20077975
Maryland,House,H,6,General Election,G,Neil Parrott,Parrott,20073178
Maryland,House,H,7,General Election,G,Scott Collier,Collier,20075947
Maryland,House,H,7,General Election,G,Kweisi Mfume,Mfume,57618
Maryland,House,H,7,General Election,G,Ronald Owens-Bey,Owens-Bey,58668
Maryland,House,H,8,General Election,G,Jamie Raskin,Raskin,64804
Maryland,House,H,8,General Election,G,Cheryl Riley,Riley,20077988
Maryland,House,H,8,General Election,G,Nancy Wallace,Wallace,65573
Maryland,Issue,I1,0,General Election,G,No,No,3
Maryland,Issue,I1,0,General Election,G,Yes,Yes,2
Maryland,President,P,0,General Election,G,Kamala Harris,Harris,64984
Maryland,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Maryland,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Maryland,President,P,0,General Election,G,Jill Stein,Stein,895
Maryland,President,P,0,General Election,G,Donald Trump,Trump,8639
Maryland,President,P,0,General Election,G,Write-ins,Write-ins,21303
Maryland,Senate,S,0,General Election,G,Angela Alsobrooks,Alsobrooks,20077003
Maryland,Senate,S,0,General Election,G,Larry Hogan,Hogan,63859
Maryland,Senate,S,0,General Election,G,Mike Scott,Scott,20078759
Maryland,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,1,General Election,G,Nadi Milleron,Milleron,20078562
Massachusetts,House,H,1,General Election,G,Richard Neal,Neal,882
Massachusetts,House,H,1,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,2,General Election,G,Jim McGovern,McGovern,883
Massachusetts,House,H,2,General Election,G,Cornelius Shea,Shea,20078892
Massachusetts,House,H,2,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,3,General Election,G,Lori Trahan,Trahan,21276
Massachusetts,House,H,3,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,4,General Election,G,Jake Auchincloss,Auchincloss,20074057
Massachusetts,House,H,4,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,5,General Election,G,Katherine Clark,Clark,63056
Massachusetts,House,H,5,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,6,General Election,G,Seth Moulton,Moulton,63945
Massachusetts,House,H,6,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,7,General Election,G,Ayanna Pressley,Pressley,21275
Massachusetts,House,H,7,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,8,General Election,G,Rob Burke,Burke,20076933
Massachusetts,House,H,8,General Election,G,Stephen Lynch,Lynch,890
Massachusetts,House,H,8,General Election,G,Write-ins,Write-ins,21303
Massachusetts,House,H,9,General Election,G,Bill Keating,Keating,22757
Massachusetts,House,H,9,General Election,G,Dan Sullivan,Sullivan,20076494
Massachusetts,House,H,9,General Election,G,Write-ins,Write-ins,21303
Massachusetts,Issue,I1,0,General Election,G,No,No,3
Massachusetts,Issue,I1,0,General Election,G,Yes,Yes,2
Massachusetts,President,P,0,General Election,G,Shiva Ayyadurai,Ayyadurai,21301
Massachusetts,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Massachusetts,President,P,0,General Election,G,Kamala Harris,Harris,64984
Massachusetts,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Massachusetts,President,P,0,General Election,G,Jill Stein,Stein,895
Massachusetts,President,P,0,General Election,G,Donald Trump,Trump,8639
Massachusetts,President,P,0,General Election,G,Write-ins,Write-ins,21303
Massachusetts,Senate,S,0,General Election,G,John Deaton,Deaton,20078870
Massachusetts,Senate,S,0,General Election,G,Elizabeth Warren,Warren,62244
Massachusetts,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
Michigan,House,H,1,General Election,G,Callie Barr,Barr,20078584
Michigan,House,H,1,General Election,G,Jack Bergman,Bergman,65336
Michigan,House,H,1,General Election,G,Andrew Gale,Gale,20076629
Michigan,House,H,1,General Election,G,Liz Hakola,Hakola,20076853
Michigan,House,H,2,General Election,G,Scott Adams,Adams,20078799
Michigan,House,H,2,General Election,G,Ben DeJong,DeJong,20078818
Michigan,House,H,2,General Election,G,Michael Lynch,Lynch,20078204
Michigan,House,H,2,General Election,G,John Moolenaar,Moolenaar,55100
Michigan,House,H,3,General Election,G,Alex Avery,Avery,20078819
Michigan,House,H,3,General Election,G,Paul Hudson,Hudson,20078586
Michigan,House,H,3,General Election,G,Louis Palus,Palus,20076854
Michigan,House,H,3,General Election,G,Hillary Scholten,Scholten,20073489
Michigan,House,H,4,General Election,G,Curtis Clark,Clark,20076842
Michigan,House,H,4,General Election,G,Bill Huizenga,Huizenga,55092
Michigan,House,H,4,General Election,G,Jessica Swartz,Swartz,20078587
Michigan,House,H,5,General Election,G,James Bronke,Bronke,20078800
Michigan,House,H,5,General Election,G,Libbi Urban,Urban,20078205
Michigan,House,H,5,General Election,G,Tim Walberg,Walberg,25659
Michigan,House,H,6,General Election,G,Debbie Dingell,Dingell,64120
Michigan,House,H,6,General Election,G,Bill Krebaum,Krebaum,20078755
Michigan,House,H,6,General Election,G,Clyde Shabazz,Shabazz,59834
Michigan,House,H,6,General Election,G,Heather Smiley,Smiley,20078206
Michigan,House,H,7,General Election,G,Tom Barrett,Barrett,20076156
Michigan,House,H,7,General Election,G,Rachel Daley,Daley,20078820
Michigan,House,H,7,General Election,G,Curtis Hertel,Hertel,20078207
Michigan,House,H,8,General Election,G,Steve Barcelo,Barcelo,20078821
Michigan,House,H,8,General Election,G,Jim Casha,Casha,64441
Michigan,House,H,8,General Election,G,Kathy Goodwin,Goodwin,21189
Michigan,House,H,8,General Election,G,Paul Junge,Junge,20073491
Michigan,House,H,8,General Election,G,James Little,Little,20078822
Michigan,House,H,8,General Election,G,Kristen McDonald Rivet,McDonald Rivet,20078590
Michigan,House,H,9,General Election,G,Lisa McClain,McClain,20073493
Michigan,House,H,9,General Election,G,Clint St. Mosley,St. Mosley,20078209
